414	truly	Truth is, he was pretty incredible.	(The Fags:	Truly Truly)	You' ve got a way of spinning
415	truly	Only a blind man couldn' t see	If you' re concerned about my heart	Truly truly	I' ve seen this movie a thousand times
416	truly	And I' m not giving the ending away	I' ve bought a ticket so I' m entitled to stay	Truly truly	Yeah, truly truly
417	truly	I' ve bought a ticket so I' m entitled to stay	Truly truly	Yeah, truly truly	Truly truly
418	truly	Truly truly	Yeah, truly truly	Truly truly	Yeah, truly truly
419	truly	Yeah, truly truly	Truly truly	Yeah, truly truly	Truly truly
420	truly	Truly truly	Yeah, truly truly	Truly truly	Yeah, truly truly
421	truly	Yeah, truly truly	Truly truly	Yeah, truly truly	Truly truly
422	truly	Truly truly	Yeah, truly truly	Truly truly	Yeah, truly truly
423	truly	Yeah, truly truly	Truly truly	Yeah, truly truly	Roses?
424	proud	Oh, God!	My nose, sir, is enormous!	Cretinous moron a man ought to be proud proud of such an appendix.	A great nose may be an index of a great soul - kind, endowed with liberality and courage...
425	exciting	What do you wanna do in New York?	Study	That' s exciting exciting!	It really is
426	afternight	And, boy, I did it.	I drank, and I snorted...... and I drank and snorted and drank and snorted.	And I did this day after day afternight afternight.	I didn' t care about th e consequences.
427	there	- For always?	Five targets live yet.	Thus there there yet five must be killed.	In the beginning, you had it trouble with.
428	tin	- And Judy and her daughter Liza next week.	No, no.	You' re interviewing Rin Tin Tin!	I' il talk to Mr. Paley.
429	there	- For always?	Five targets live yet.	Thus there there yet five must be killed.	In the beginning, you had it trouble with.
430	there	I' m sure there are people in the other cars	Still, it' s a bit creepy	See, look over there there' s someone	Who is in there?
431	have	I can bring you no relief before three days.	And if the Germans do attack tonight or tommorow as its suggested they would.	- We' iljust have have to deal with them.	- Yes sir!
432	karol	The widow of a French composer who died last year, Julie Vignon.	Steven Killian, English citizen, barman on the ferry.	A businessman from Poland, Karol Karol.	Dominique Vidal, French citizen.
433	never	Fancy gloves, oh	Wears old Macheath, babe	So there' s never Never a trace of red	Now on the sidewalk uh- huh, uh- huh
434	karol	The widow of a French composer who died last year, Julie Vignon.	Steven Killian, English citizen, barman on the ferry.	A businessman from Poland, Karol Karol.	Dominique Vidal, French citizen.
435	sex	You saw this woman alone.	You had wine, a back rub, you kissed.	And then this non- sex sex thing.	You took off her panties.
436	sweetheart	Will you stop?	How long can Anna keep him there?	Sweetheart Sweetheart	Sweetheart
437	there	I have no friends, haven' t you understood, not one!	Mum hasn' t understood anything, anyway.	Hey, there there...	'Cause she can' t understand these things...
438	boom	But nobody knew how crazy.	Her room smelled of dead flowers and cat piss.	Boom boom.	Chicka- boom!
439	something	What actor?	Oh, it has an A in it...... it' s, oh, you know...	Something something something he has	Three names....
440	timmy	Here.	Hey, did anyone watch Leno last night?	Timmy, Oh Timmy Timmy come over and sit on Grandma' s lap Timmy, Timmy, what?	Timmy.
441	oink	"I like ""The full blossom of the evening""."	Hey, Snake.	Don' t take any oink oink off that pretty pig.	Don' t you worry about that.
442	just	Can you help me out?	I need some toilet paper I ran out	Just just go out to the next stall	Come on help me out
443	just	- Phone?	- Phone... if there was one we' il wait for help, so...	Iet' s just just wait for help	Okay, I' il give you a boost
444	very	He took the kids to the zoo	The zoo?	That' s very very sweet	Which zoo?
445	really	- Think about it what' d you see?	- I saw them kill him	No, what' d you really really see?	This whole time, special effects... squibs squibs like in the movies Nicholas, Nicholas listen
446	call	one pill makes you larger and one pill makes you small and the ones that mother gives you don' t do anything at all	Go ask goddess... when she' s 10feet tall	And if you go chasing rabbits and you know you' re going to fall tell him I' il hook her smoking caterpillar has given you the call call Alice... when she was just small when the men on the chess board get up and tell you where to go and you just have some kind of mushroom and your mind is moving on go ask Alice	I think she' il know when logic and proportion have fallen so all be dead and the white knight is talking backwards and my red queens all in her head remember that the dog have said...
447	run	He can' t see you if you' re wet	He' s coming	Run Run	Oh, no The jacket' s too short
448	very	There you go, guys.	This is a very kind offer, Mr Kirby.	I' m a very very busy man.	I can recommend a couple of guys who is highly qualified that...
449	mighty	Hi.	#... brick house #	# She' s mighty mighty, #	# Just lettin 'it all hang out #
450	mighty	(moaning)	# Ow, she' s a brick house #	# Yeah, she' s mighty mighty, just lettin 'it all hang out #	# Ow, she' s a brick house #
451	mighty	# 36- 24- 36, what a winning hand #	# Ow, she' s a brick house #	# Yeah, she' s mighty mighty, just lettin 'it all hang out #	# Ow, she' s a brick house #
452	mighty	# Sure enough can knock a strong man to his knees #	# She' s a brick house #	# Yeah, she' s mighty mighty just lettin 'it all hang out #	# Ow, she' s a brick house #
453	doctor	I think another murder will happen ah	listen, I wantyou to stop pushing him out what happen, is my baby ok? his neck is stuck, the baby is in danger in this afternoon accident, two people die one of them is die after safe because of the shake of the ambulance make the airbag explore and cause the girl die she is waiting help in the car suddenly the air beg explore	where is Elizeberth we must help the baby, call the doctor doctor Calrs please, plese come to room 6 the baby cant come out, how?	you want to die where are you going go to find Eugene doctor Cals here
454	home	Hunt.	Home!	# Home, sweet home Home, sweet home	# Home, sweet home Home, sweet home
455	home	Home!	# Home, sweet home Home, sweet home	# Home, sweet home Home, sweet home	# Home, home, home # (Rabbit) Ohh...
456	wait	And you are?	- Kirk' s the name.	Wait wait.	Captain Kirk?
457	sugar	Okay you know what?	I' m coming with you.	"I' m starting to get diabetes from all this ""sugar sugar"" over here."	- What aboutyou Studly Doolittle?
458	wait	Said so huh?	Maybe I should just -	Wait wait wait.	I think I feel some rain coming.
459	hurry	Everybody!	- We just need to - - Lock the door!	Hurry hurry!	What?
460	sing	Good day, gentlemen.	Remember I told you I knew the man with the whiskers?	Do you remember that artist in Sing Sing who painted The Last Supper on his cell?	Hendricks.
461	sing	- Bless you, Mr. Shane.	- Thank you, Miss Allen.	By the time this guy gets out of Sing Sing... this head will grow a long beard.	English
462	very	What is it?	There' s only two possibilities.	Either i' m going out of my mind or something very very strange is happening.	Look, take it easy.
463	crap	we interrupt this program to bring you a special broadcast dunwich a state of emergency, effective immediately within dunwich county all citizens are requested to return to their homes as quickly as possible in case of necessity contact this station, radio wdwc the telephone number is 825...	mind telling me what' s going on?	The dead are leaving their tombs that' s a load of crap crap or not i' m taking my money i' m closing my doors until tomorrow morning and i' m not opening it for anybody	i believe father thomas is buried in the family tomb over there
464	doo	In the new year, Pooh year, too!	Deedledum	Ooh dee la doo doo ho ho ho ho	There.
465	listen	- So come on, come on He won' t listen to me	- Ah, Ah- ah- ah Oh- oh- oh	- Come on, listen Listen to me	- Come on and listen to me
466	listen	- Ah, Ahh Oh- oh- oh- oh	- Come on Listen to me	- Come on, listen Listen to me	- Ah- ah- ahh Ohh, oh- oh- ohh
467	very	You know whatelse I want to do?	I want to clean up this place, just get rid of all the fucking junk.	Probably look like I' m a terrible housekeeper, which I sometimes am...... but I can also be very very, you know, organised and neat.	And I wanna do more of that.
468	sure	ln the books, it' s the 22th immutable laws of marketing.	The 4th law is the law of perception, which is:	we analyze a situation to make sure sure that the truth is on our side.	But it' s an illusion.
469	jar	Deesa bad times, bombad times.	She didn' t even recognize me,	Jar Jar.	I thought about her every single day since we parted.
470	jar	I take on this responsibility with deep humility tinged with and overwhelming pride.	It is not every day that I am called upon to...	You' re a good friend, Jar Jar.	I don' t wish to hold you up.
471	have	Even in my adventures since I haven' t seen a more beautiful place.	Everything is different now...	Time may have have distorted the history of your memory.	It must be difficult having sworn your life to the Jedi, not being able to do the things you like.
472	fucky	- Fuck!	Hey you, come back.	Fucky fucky?	You know the Tenia?
473	good	- I am hungry, that so your?	- I believe that I am going to happen, thanks	This good Good night	Ohhh, Michael!
474	jar	Obi!	Mesa so smilen to seein yousa!	- Good to see you again, Jar Jar.	- Senator Padmé.
475	jar	I' il have an offiicer stationed on every floor, and I' il be in the control center downstairs.	Mesa busten wit happiness seein yousa again, Ani.	She hardly even recognized me, Jar Jar.	I' ve thought about her every day since we parted, and... she' s forgotten me completely.
476	jar	Mesa honored to be taking on dissa heavy burden.	Mesa accept this with muy, muy humility and, uh --	Jar Jar, I don' t wish to hold you up.	I' m sure you have a great deal to do.
477	aha	Save me from my self.	You' re insane Goldmember!	"And ""That' s the way aha aha I like it"", ""KC and the sunshine band""."	Alright Goldmember, don' t play the laughing boy.
478	sweet	Lucky gum, huh?	- Drink!	- Gladly my sweet sweet ladies.	Ok, I want u to get out, go roll around to the snow, run up and back down that cable.
479	move	Ian?!?	Holy shit!	Move move....	- This man is Pavlev?
480	wait	Oh you gotta be kidding!	- Alright, kick the windows in...	- Wait, wait wait..	Whoa..
481	move	Can' t I think.	Ok ok..	Move move..	Quite to drop..
482	boom	Or you could say that Eddie was just unlucky.	Either way it taught me to keep a very open mind.	Boom boom.	Anyway...
483	yitti	You' re awake.	Hey, Joe, you want to give it a go?	Yitti yitti ya ya da da	Uh- oh.
484	stop	I will not.	You will be me or I' il kill you, with my own hands.	Stop stop stop	Your majesty no, in the name of god.
485	anal	let' s go.	Where' s ana?	Anal anal get in.	What the hell were you doing?
486	small	¤Everybody ¤All over the world ¤Join the celebration ¤Everybody ¤All over the world ¤Everybody ¤All over the world ¤In every nation ¤Everybody ¤All over the world ¤Join the celebration ¤Everybody ¤All over the world ¤In every nation ¤Everybody ¤All over the world ¤Join the celebration ¤¤It' s a small world It' s a small world ¤It' s a small world It' s a small world ¤It' s a world of laughter A world of tears ¤It' s a world of hope And a world of fears ¤There' s so much that we share That it' s time we' re aware ¤It' s a small world after all	- ¤Everybody, now - ¤It' s a small world after all ¤It' s a small world after all	- ¤Everybody, now - ¤It' s a small world after all ¤It' s a small, small Small, small world ¤Oh, yeah ¤There is just one moon And one golden sun ¤And a smile means friendship To everyone ¤Though the mountains divide And the oceans are wide ¤It' s a small world after all ¤Come on, come on Everybody, now	- ¤It' s a small world after all - ¤Can you hear me now
487	small	- ¤It' s a small world after all - ¤Everybody, now ¤It' s a small world after all ¤It' s a small, small world ¤It' s a small world after all No matter if you' re big or small ¤Come on, everybody Let' s bounce to this ¤Let' s dance along with a little twist ¤It' s a small world after all No matter if you' re big or small ¤Come on, everybody Let' s bounce to this ¤Let' s spread some love With a little twist ¤It' s a small world It' s a small world ¤It' s a world of laughter A world of tears ¤It' s a world of hope And a world of fears ¤There' s so much that we share That it' s time we' re aware ¤It' s a small world after all	- ¤Everybody, now - ¤It' s a small world after all ¤Come on, everybody, now	- ¤It' s a small world after all - ¤Can you hear me now ¤It' s a small world after all ¤It' s a small, small Small, small world ¤Come on, everybody, now	- ¤It' s a small world after all - ¤Come on, everybody, now
488	small	- ¤It' s a small world after all - ¤Can you hear me now ¤It' s a small world after all ¤It' s a small, small Small, small world ¤Come on, everybody, now	- ¤It' s a small world after all - ¤Come on, everybody, now	- ¤It' s a small world after all - ¤Can you hear me now ¤It' s a small world after all ¤It' s a small, small Small, small world ¤Come on, come on	- ¤It' s a small world after all - ¤Can you hear me now
489	small	- ¤It' s a small world after all - ¤Can you hear me now ¤It' s a small world after all ¤It' s a small, small Small, small world ¤Come on, come on	- ¤It' s a small world after all - ¤Can you hear me now	- ¤It' s a small world after all - ¤Come on, come on ¤It' s a small world after all ¤It' s a small, small Small, small world ¤It' s a small world after all ¤It' s a small world after all ¤It' s a small world after all ¤It' s a small, small Small, small world	- ¤It' s a small world after all - ¤Everybody, now
490	excersize	- You are here on his territory.	Why? we didn' t want to fight.	We just wanted to excersize excersize?	He' s not allowed to see us together.
491	crazy	But sometimes pussies get so full of shit... that they become assholes themselves!	Because pussies are only an inch and half away form assholes.	I don' t know much in this crazy crazy world... but I do know... that if you don' t let us fuck this asshole, we are going to have our dicks and pussies all covered in shit.	Stop what you are doing Kim Jong- Il!
492	takeoff	Oh, yes.	So, how are you, pal?	Just a little pre- takeoff takeoff.	"Gives new meaning to ""flying the friendly skies."""
493	nothing	Wine increase sadness, don' t get drunk	We' ve eaten Hsiao Hu' s dog and we haven' t requite	Master, monks have nothing nothing to requite	Shih K' ung, aren' t you hurt?
494	lock	# HOUSE OF PAlN:	Shamrocks And Shenanigans	# Boom sha lock lock boom!	# Boom sha lock lock boom!
495	lock	Shamrocks And Shenanigans	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# Boom sha lock lock boom!
496	lock	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# I kicks the flava like Stephen King writes horror
497	lock	# I' m always in the know when it comes to givin 'pleasure	# I' m every woman' s treasure	# The cartoon boom sha lock lock	# Boom sha lock lock boom!
498	lock	# I' m every woman' s treasure	# The cartoon boom sha lock lock	# Boom sha lock lock boom!	# Boom sha lock lock boom!
499	lock	# The cartoon boom sha lock lock	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# Boom sha lock lock boom!
500	lock	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# Boom sha lock lock boom!	# All right!
501	lock	# Boom sha lock lock boom!	# All right!	Boom sha lock lock boom!	# Breaker, breaker, here comes the caper
502	takeoff	Oh, yes.	So, how are you, pal?	Just a little pre- takeoff takeoff.	"Gives new meaning to ""flying the friendly skies."""
503	lock	HOUSE OF PAlN:	Shamrocks And Shenanigans	Boom sha lock lock boom!	Boom sha lock lock boom!
504	lock	Shamrocks And Shenanigans	Boom sha lock lock boom!	Boom sha lock lock boom!	Boom sha lock lock boom!
505	lock	Boom sha lock lock boom!	Boom sha lock lock boom!	Boom sha lock lock boom!	I kicks the flava like Stephen King writes horror
506	lock	I' m always in the know when it comes to givin 'pleasure	I' m every woman' s treasure	The cartoon boom sha lock lock	Boom sha lock lock boom!
507	lock	I' m every woman' s treasure	The cartoon boom sha lock lock	Boom sha lock lock boom!	Boom sha lock lock boom!
508	lock	The cartoon boom sha lock lock	Boom sha lock lock boom!	Boom sha lock lock boom!	Boom sha lock lock boom!
509	lock	Boom sha lock lock boom!	Boom sha lock lock boom!	Boom sha lock lock boom!	All right!
510	lock	Boom sha lock lock boom!	All right!	Boom sha lock lock boom!	Breaker, breaker, here comes the caper
511	sure	Just a few words I learned since yesterday.	Um, may I sit at the bar?	Oh sure sure, please, sit.	What other words did you learn?
512	long	Lawyers of France, engineers of Germany... architects of Holland and now of course, warriors of America.	I came when I was with the British legation, know, years ago...	I was soon relieved of my position where I have a long long forest of tendencies to tell the truth... in a country where they never say what they need.	So now, I very accurately translate the other people' s lives.
513	sure	Just a few words I learned since yesterday.	Um, may I sit at the bar?	Oh sure sure, please, sit.	What other words did you learn?
514	number	This money is your	Put the all right brothers	Number number haha	Is to feel fit
515	damn	Is	the anterior person intercepts it	damn damn haha the day kills of	raise the hand get off to come
516	car	Very good	See me his data	Car car	His car is there
517	here	Idiot	The waiter is perhaps you should	Leave to leave here here	Telling you do not want to be again like this
518	walk	You is fucking what waiter (foreign language)	Seeing the ghost goes to bad egg	Walk walk	Over a few weeks just start
519	long	Lawyers of France, engineers of Germany... architects of Holland and now of course, warriors of America.	I came when I was with the British legation, know, years ago...	I was soon relieved of my position where I have a long long forest of tendencies to tell the truth... in a country where they never say what they need.	So now, I very accurately translate the other people' s lives.
520	away	I found somebody i want to spend the rest of my life with and i' m gonna hold on to her forever.	Money!	It' s a crime share it fairly, but don' t take a slice of my pie money, so they say is the root of all evil today but if you ask for a raise it' s no surprise they' re giving none away away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away... away...	{y: i} Translated by:
521	wait	Come off the ship?	Thank you sir.	Wait wait, captain.	All right, lads.
522	then	I can drive already	Well!	Then then only thing you need to learn is to obey!	The insurance company understands but don' t know what causes the explosion
523	sing	Former cellmate:	John Delano Jaster.	Released from Sing Sing prison Friday.	Treasury surveillance subcontract required.
524	far	Her perfume is sweet promise that brings tears to my eyes	I tell her that everything will be alright	That I' il save her from whatever she' s scared of and take her far far away	I tell her...
525	very	I have business in East.	My wife does not lamented my absences.	That is either the best of wives, or the very very worst.	- You' ve got to meet Reynald...
526	coastal	Yes but its ithim walk from an place.	Except him walk rear lumba2.	I guess a little a few little in coastal coastal area.	You can can see, iron in that river, my intention really.
527	sing	I' d hate to think what he would do to this world if he ever broke through.	Forgot how big it was.	Two hundred souls passed through this wood and steel at Sing Sing.	Yeah.
528	far	Her perfume is sweet promise that brings tears to my eyes.	I tell her that everything will be alright.	That I' il save her from whatever she' s scared of and take her far far away.	I tell her...
529	sing	I' d hate to think what he would do to this world if he ever broke through.	Forgot how big it was.	Two hundred souls passed through this wood and steel at Sing Sing.	Yeah.
530	pathetic	Hartigan was right about you.	You can' t get it up unless I scream	You' re pathetic pathetic	That' s not wise at all to make fun of me like that
531	far	Her perfume is sweet promise that brings tears to my eyes	I tell her that everything will be alright	That I' il save her from whatever she' s scared of and take her far far away	I tell her...
532	fix	Goldie.	She says her name is Goldie	They fix fix me a pretty decent steak for my last meal	They even throw in a brew.
533	pathetic	Hartigan was right about you.	You can' t get it up unless I scream	You' re pathetic pathetic	That' s not wise at all to make fun of me like that
534	easy	Lakchume, hurry up.	Lakchume, pick up the body.	Easy easy...	Be careful... be careful, good boy.
535	hula	How about letting us know where the hell we are?	Hawaii, on Earth.	So where are all the surfers and hula hula dancers, smart guy?	Some 1 1, 000 years in the future.
536	shame	Stretch him	That' s it Stretch him	Shame Shame	Pleasant... yes?
537	tin	Look at that!	Pussies drink last, man.	- Fuck you, Tin Tin.	- Hey.
538	tin	Leather.	Geez.	Oh, what is this, Tin Tin?	A blood stain that' s on here?
539	tin	[Screaming]	I repeat, a gold engagement ring, yes?	It was pawned here a year ago by a customer of yours named Tin Tin.	He confided in me before he ran out of breath.
540	tin	[Helicopter Departing]	Who' s this sack of shit?	That' s Tin Tin, one of T- bird' s little helpers.	I think you can rule out accidental death.
541	tin	- Thank you.	- Take anything!	Now you' re going to tell me where to find... the rest of Tin Tin' s little party pals.	The Pit.
542	tin	He had a friend who shouldn' t have played with knives.	Like the coat?	You' re the guy that murdered Tin Tin.	- [Looter]
543	tin	One of my crew got himself perished.	- Yeah, who might that be?	- Tin Tin.	Somebody stuck his blades in all his major organs in alphabetical order.
544	tin	- Tin Tin.	Somebody stuck his blades in all his major organs in alphabetical order.	Gentlemen, by all means, I think we ought to have... an introspective moment of silence for poor, old Tin Tin.	You' re working for me tomorrow night, right?
545	tin	- You know how long it took us to put this together?	- Yeah, a long time.	That piece of ratshit made Tin Tin into a fuckin 'voodoo doll!	Tin Tin was a dick.
546	tin	- Yeah, a long time.	That piece of ratshit made Tin Tin into a fuckin 'voodoo doll!	Tin Tin was a dick.	Tin Tin.
547	tin	That piece of ratshit made Tin Tin into a fuckin 'voodoo doll!	Tin Tin was a dick.	Tin Tin.	Sheesh.
548	tin	I got it.	We could use you.	You did Tin Tin.	- This is business, right?
549	brother	- A fellow Vulcan is not a...	- Sybok also is a son of Sarek.	He' s your brother brother?	You made that up.
550	time	What is this, a conspiracy to fuck up my evening?	Mas, what are you doing?	It' s good- time time.	- Kampaitime.
551	high	We gonna get out of here, boy.	I' m gonna see you in the hospital.	We gonna get a high high.	Yes, sir.
552	rrr	Aargh!	Aah!	Rrr rrr!	Ooh!
553	squeak	Emergency provisions.	We' re inside Lo Pan' s domain.	Squeak squeak!	Later.
554	rrr	He' s too busy to care.	So where is he, Egg?	Rrr rrr!	Jack.
555	again	I can' t get him off my tail.	- Maverick, we' re hit!	We' re hit again again!	- We' re okay.
556	hubba	We' il hit 'em on Friday.	[Tires Squealing]	Hubba hubba hubba.	[Speaking Chinese]
557	hubba	You could have asked me to quit.	You could have asked me to drive you somewhere else.	Hubba hubba hubba.	Thanks.
558	hubba	Ohh.	Ho.	Hubba hubba hubba.	I knew I' d seen that ass before.
559	hubba	[Grunts]	Now.	Hubba hubba hubba.	Aah!
560	fire	That felt all right.	Why can' t he just be like he used to be?	It all seems so long ago young and happy don' t you know down by the creek i would show fireflies to that girl but that was back when he was nice before my warm heart turned to ice my sister' s wig once had lice but that was long ago the schoolyard' s where we were the first time i kissed her he thought he got some tongue but it was only retainer eleanore' s bra is a trainer well, over there' s my family home and the woods we used to roam the only time i had sex was on the phone but that was long ago i carved our names upon that tree i loved him and he loved me my darling wife was once a he but that was long ago he' d always whisper in my ear but then i started drinking beer my jewels got licked by six frisky deer now he' s just a loner and a liar and my trailer' s caught on fire fire?!	Oh, my god!
561	sorry	- Aah!	- BEN. shh!	Sorry. sorry Sorry	OK, I' il get the map.
562	abra	No, no, not you.	Books are always first, you know.	Hockety pockety wockety whack Abra abra dabra nack	Shrink in size very small We' ve got to save enough room for all
563	wait	What are you...	Let' s go destroy the boiler	Wait wait, you can' t...	Then I' il destroy this one here...
564	wait	Oooowww...	Alex!	Wait wait, I' m not part of this!	Both my father and my grandfather are working hard in a U. S. laboratory
565	look	Shh, be quiet	It will be a mess if someone heard us	Look look	Isn' t it interesting?
566	tut	Say no more.	I' il go.	Now, tut tut.	No mushy good- byes, my little ones.
567	now	Trying to hide, are you, huh?	Won' t you just please leave me be?	Now now there sissyboy, don' t cry You little animal tormentor	Blinking your eyes, huh?
568	busy	Oh my gosh!	Thank you for holding!	Busy busy busy!	Go!
569	square	- Ha, man, I told you!	- I' m doing this!	Left circle double left square right to the down square square.	Another square!
570	very	- We' il you got a whale to wash and the price...	- Give me back the phone!	And the price is... very very low.	Consider no good washers!
571	really	Nope.	Really?	- Really really.	Oh?
572	really	We' il just hackle this thing together one little baby step after time.	- Really?	- Really really.	Ok.
573	toot	- I don' t know either, but it' s somewhere, and it' s gonna determine the course of the rest of your life.	All ashore that' s going ashore.	Toot toot!	The reason why I refuse to take existentialism... as just another French fashion or historical curiosity... is that I think it has something very important to offer us for the new century.
574	really	You and what army?	Can I say something to you?	Listen, you were really really something, back there.	Incredible.
575	really	Nope.	Really?	- Really really.	Oh?
576	far	So, just sit back and realax my lord, becouse it' s time for you to meet todays eligible batch leerets.	And here they are.	Batch leeret number one is a mostly abuse shading from a kindom far far away.	She likes sushi and hottubbing anytime.
577	really	We' il just hackle this together one little baby step after time.	- Really?	- Really really.	Ok.
578	really	I love you.	Really?	Really really.	I love you to.
579	there	Run.	let' s move.	Come on please be there there it is just like Randall said	Randall wait a minute 1 34, get the kid back open the door it' s ok Boo come on it' s to move what are you thinking? we can' t trust Randall.
580	har	Only close the door.	We' re modest.	Har har har.	The guy' s a riot.
581	very	Yes!	Let' s leave far from here.	Very very far!	One has a long journey before us.
582	very	I am going a lot to like you.	One will leave very far from here, do say?	Very very far!	- Angel!
583	doot	[Panting]	DORY:	Hoo doot doo doot doot doo doot	Whoo- hoo!
584	doot	Get it!	DORY:	* Hoo doot doo doot doot doo doot *	Whoo- hoo!
585	ever	Guys, we' re running out of time!	Oh Melman, you broke their clock?	Don' t you ever ever do this again!	Come here!
586	hunka	- Ah!	Behold.	A super- duper, extra- looper, hunka hunka Heffatrap.	Oh, m- m- m- my.
587	sugar	To the Roundabout!	(laughter)	# Sugar Sugar 	DOUGAL:
588	not	- You do not?	No!	I meant, no, I do not not wish to be married.	That is, I want very much to --
589	here	She' s waited for this day For many a year	For this day, for this day Our hopes and our pride	The bride is here Here comes the bride	Here comes the bride Here comes the bride
590	not	- You do not?	No!	I meant, no, I do not not wish to be married.	That is, I want very much to...
591	here	She' s waited for this day For many a year	For this day, for this day Our hopes and our pride	The bride is here Here comes the bride	Here comes the bride Here comes the bride
592	not	- You do not?	No!	I meant, no, I do not not wish to be married.	That is, I want very much to...
593	here	She' s waited for this day For many a year	For this day, for this day Our hopes and our pride	The bride is here Here comes the bride	Here comes the bride Here comes the bride
594	not	- You do not?	No!	I meant, no, I do not not wish to be married.	That is, I want very much to...
595	here	She' s waited for this day For many a year	For this day, for this day Our hopes and our pride	The bride is here Here comes the bride	Here comes the bride Here comes the bride
596	many	I like walking most	Walk straight wolves foxes come here deep to the forest enjoy the adventure	Many many friends	Make me live happily
597	many	Many many friends	Make me live happily	Many many friends	Make me live happily
598	new	I can 't believe the devil ls so unforgiving	I can 't believe Everybody' s just ad- libbing	By the power vested in me By the state of New New York	No!
599	deadly	- It' s not small?	- No, no, no.	It don' t take more than deadly deadly bees to keep us from doing our job.	- Come on, boys!
600	deadly	There' s the blackbox. « Captain, the bees have us surrounded. » « The professor was right.	We' re not as good as his old crew. » « Well I aim to proove him wrong.	It' il take more than a few deadly deadly bees to... »	Couldn' t make that out.
601	boo	You' il have to go through me!	You call that a wound?	That' s a boo boo tops!	But thanks for trying to save me, Fry!
602	late	- Do you have a tissue?	- Just stare at it,	 It' s the Late Late Show with Craig Kilborn.	OK, Go, Go!
603	hip	Jack!	Three cheers for our champion!	Hip hip!	Hooray!
604	hip	Hip hip!	Hooray!	- Hip hip!	- Hooray!
605	hip	- Hip hip!	- Hooray!	Hip hip!	Hooray!
606	mwah	How you broke my brother' s heart... or how you stuck me with Jeremiah... during my cable show doing...	Pick a card, pick a card.	Mwah mwah mwah!	I' m sorry, OK?
607	else	Anybody else?	Fine by moi.	Anybody else else?	It' s still just a pig.
608	cluck	* Baa baa, said the sheep from another hole *	* Moo moo, said the cow Let the butter roll *	* Cluck cluck, said the little red hen Let' s boogie in the barnyard *	- * Yes, the barnyard' s jumpin '* - (Ferdinand Muttering, Squawking)
609	circus	You would think at some point, Ursula would recommend a zebra pattern.	Unaware of the deadly denizens determined to destroy him...	Well, that' s a change of pace... our accidental tourist took his family backstage at Circus Circus.	As George gleefully greeted his performing pals,..... Ursula wondered if she' d ever come first.
610	circus	A backscratcher.	And where did he take you on your first day back in civilisation?	Backstage at Circus Circus.	Can you believe his lack of feeling?
611	wild	- John!	- [Singing]	- I got a wild wild life - Don' tyou ever stop?	Oh, this is so much more cool than hanging out in that lab.
612	widow	And that' s how my 12th husband died.	So, now I' m a widow.	I mean, I' ve always been a black widow... but now I' m a black widow widow.	- Thorny!
